Time,Rate,Event
0,1.09435,Upward Overshoot
1,1.09421,Upward Overshoot
2,1.09421,Upward Overshoot
3,1.09419,Upward Overshoot
4,1.09405,Upward Overshoot
5,1.09425,Upward Overshoot
6,1.0938,Upward Overshoot
7,1.09371,Upward Overshoot
8,1.0938,Upward Overshoot
9,1.09376,Upward Overshoot
10,1.09375,Upward Overshoot
11,1.09382,Upward Overshoot
12,1.09373,Upward Overshoot
13,1.09339,Upward Overshoot
14,1.09335,Upward Overshoot
15,1.0932,Upward Overshoot
16,1.0932,Upward Overshoot
17,1.09363,Upward Overshoot
18,1.09325,Upward Overshoot
19,1.09306,Upward Overshoot
20,1.09271,Upward Overshoot
21,1.09271,Upward Overshoot
22,1.09271,Upward Overshoot
23,1.09276,Upward Overshoot
24,1.09272,Upward Overshoot
25,1.09263,Upward Overshoot
26,1.09269,Upward Overshoot
27,1.09284,Upward Overshoot
28,1.09283,Upward Overshoot
29,1.09261,Upward Overshoot
30,1.09274,Upward Overshoot
31,1.09259,Upward Overshoot
32,1.09284,Upward Overshoot
33,1.09284,Upward Overshoot
34,1.09316,Upward Overshoot
35,1.09321,Upward Overshoot
36,1.09318,Upward Overshoot
37,1.09312,Upward Overshoot
38,1.09318,Upward Overshoot
39,1.09313,Upward Overshoot
40,1.09294,Upward Overshoot
41,1.09339,Upward Overshoot
42,1.09394,Upward Overshoot
43,1.09379,Upward Overshoot
44,1.0938,Upward Overshoot
45,1.09409,Upward Overshoot
46,1.09432,Upward Overshoot
47,1.09461,Upward Overshoot
48,1.0944,Upward Overshoot
49,1.09429,Upward Overshoot
50,1.09452,Upward Overshoot
51,1.09433,Upward Overshoot
52,1.09411,Upward Overshoot
53,1.09396,Upward Overshoot
54,1.09408,Upward Overshoot
55,1.09419,Upward Overshoot
56,1.09456,Upward Overshoot
57,1.0946,Upward Overshoot
58,1.09438,Upward Overshoot
59,1.09409,Upward Overshoot
60,1.09449,Upward Overshoot
61,1.09207,Upward Overshoot
62,1.09333,Upward Overshoot
63,1.09319,Upward Overshoot
64,1.0929,Upward Overshoot
65,1.09233,Upward Overshoot
66,1.09145,Upward Overshoot
67,1.09091,Upward Overshoot
68,1.09116,Upward Overshoot
69,1.09117,Upward Overshoot
70,1.09218,Upward Overshoot
71,1.09154,Upward Overshoot
72,1.09139,Upward Overshoot
73,1.0912,Upward Overshoot
74,1.0916,Upward Overshoot
75,1.09166,Upward Overshoot
76,1.09167,Upward Overshoot
77,1.09197,Upward Overshoot
78,1.09158,Upward Overshoot
79,1.09128,Upward Overshoot
80,1.0916,Upward Overshoot
81,1.09172,Upward Overshoot
82,1.09157,Upward Overshoot
83,1.09212,Upward Overshoot
84,1.09201,Upward Overshoot
85,1.09212,Upward Overshoot
86,1.09219,Upward Overshoot
87,1.0923,Upward Overshoot
88,1.09264,Upward Overshoot
89,1.09245,Upward Overshoot
90,1.09246,Upward Overshoot
91,1.09204,Upward Overshoot
92,1.09177,Upward Overshoot
93,1.0917,Upward Overshoot
94,1.09146,Upward Overshoot
95,1.09223,Upward Overshoot
96,1.09101,Upward Overshoot
97,1.092,Upward Overshoot
98,1.09168,Upward Overshoot
99,1.09155,Upward Overshoot
100,1.09193,Upward Overshoot
101,1.09206,Upward Overshoot
102,1.09214,Upward Overshoot
103,1.09219,Upward Overshoot
104,1.09233,Upward Overshoot
105,1.09228,Upward Overshoot
106,1.0924,Upward Overshoot
107,1.09225,Upward Overshoot
108,1.09238,Upward Overshoot
109,1.09243,Upward Overshoot
110,1.09239,Upward Overshoot
111,1.09224,Upward Overshoot
112,1.09243,Upward Overshoot
113,1.09257,Upward Overshoot
114,1.09244,Upward Overshoot
115,1.09212,Upward Overshoot
116,1.09214,Upward Overshoot
117,1.09217,Upward Overshoot
118,1.09198,Upward Overshoot
119,1.09185,Upward Overshoot
120,1.09191,Upward Overshoot
121,1.0917,Upward Overshoot
122,1.09152,Upward Overshoot
123,1.09152,Upward Overshoot
124,1.09143,Upward Overshoot
125,1.09154,Upward Overshoot
126,1.09166,Upward Overshoot
127,1.09192,Upward Overshoot
128,1.09201,Upward Overshoot
129,1.092,Upward Overshoot
130,1.09207,Upward Overshoot
131,1.09216,Upward Overshoot
132,1.09213,Upward Overshoot
133,1.09165,Upward Overshoot
134,1.09198,Upward Overshoot
135,1.09179,Upward Overshoot
136,1.09167,Upward Overshoot
137,1.09192,Upward Overshoot
138,1.09144,Upward Overshoot
139,1.0917,Upward Overshoot
140,1.09154,Upward Overshoot
141,1.09167,Upward Overshoot
142,1.09202,Upward Overshoot
143,1.09214,Upward Overshoot
144,1.09178,Upward Overshoot
145,1.09205,Upward Overshoot
146,1.09162,Upward Overshoot
147,1.09145,Upward Overshoot
148,1.09154,Upward Overshoot
149,1.09194,Upward Overshoot
150,1.09183,Upward Overshoot
151,1.092,Upward Overshoot
152,1.09217,Upward Overshoot
153,1.09183,Upward Overshoot
154,1.09219,Upward Overshoot
155,1.09184,Upward Overshoot
156,1.0918,Upward Overshoot
157,1.092,Upward Overshoot
158,1.09169,Upward Overshoot
159,1.09159,Upward Overshoot
160,1.09171,Upward Overshoot
161,1.09208,Upward Overshoot
162,1.09184,Upward Overshoot
163,1.09155,Upward Overshoot
164,1.0919,Upward Overshoot
165,1.09262,Upward Overshoot
166,1.09251,Upward Overshoot
167,1.09212,Upward Overshoot
168,1.0923,Upward Overshoot
169,1.09218,Upward Overshoot
170,1.09215,Upward Overshoot
171,1.09256,Upward Overshoot
172,1.09249,Upward Overshoot
173,1.09242,Upward Overshoot
174,1.09225,Upward Overshoot
175,1.09211,Upward Overshoot
176,1.09215,Upward Overshoot
177,1.09235,Upward Overshoot
178,1.09265,Upward Overshoot
179,1.09292,Upward Overshoot
180,1.09301,Upward Overshoot
181,1.09288,Upward Overshoot
182,1.09274,Upward Overshoot
183,1.09257,Upward Overshoot
184,1.09264,Upward Overshoot
185,1.09295,Upward Overshoot
186,1.09283,Upward Overshoot
187,1.09263,Upward Overshoot
188,1.09279,Upward Overshoot
189,1.09253,Upward Overshoot
190,1.09245,Upward Overshoot
191,1.09199,Upward Overshoot
192,1.09178,Upward Overshoot
193,1.09203,Upward Overshoot
194,1.09209,Upward Overshoot
195,1.0919,Upward Overshoot
196,1.09213,Upward Overshoot
197,1.0921,Upward Overshoot
198,1.09223,Upward Overshoot
199,1.09203,Upward Overshoot
200,1.09198,Upward Overshoot
201,1.09198,Upward Overshoot
202,1.09198,Upward Overshoot
203,1.09196,Upward Overshoot
204,1.09204,Upward Overshoot
205,1.0922,Upward Overshoot
206,1.09215,Upward Overshoot
207,1.09216,Upward Overshoot
208,1.09216,Upward Overshoot
209,1.09239,Upward Overshoot
210,1.09237,Upward Overshoot
211,1.09229,Upward Overshoot
212,1.09223,Upward Overshoot
213,1.09208,Upward Overshoot
214,1.09211,Upward Overshoot
215,1.092,Upward Overshoot
216,1.092,Upward Overshoot
217,1.09199,Upward Overshoot
218,1.09221,Upward Overshoot
219,1.09223,Upward Overshoot
220,1.09204,Upward Overshoot
221,1.0921,Upward Overshoot
222,1.09223,Upward Overshoot
223,1.09223,Upward Overshoot
224,1.09196,Upward Overshoot
225,1.09184,Upward Overshoot
226,1.09201,Upward Overshoot
227,1.09184,Upward Overshoot
228,1.09167,Upward Overshoot
229,1.09174,Upward Overshoot
230,1.09161,Upward Overshoot
231,1.09137,Upward Overshoot
232,1.08912,Upward Overshoot
233,1.08988,Upward Overshoot
234,1.09038,Upward Overshoot
235,1.08996,Upward Overshoot
236,1.09055,Upward Overshoot
237,1.09014,Upward Overshoot
238,1.09071,Upward Overshoot
239,1.09086,Upward Overshoot
240,1.08996,Upward Overshoot
241,1.0899,Upward Overshoot
242,1.08955,Upward Overshoot
243,1.08929,Upward Overshoot
244,1.08927,Upward Overshoot
245,1.08904,Upward Overshoot
246,1.08874,Upward Overshoot
247,1.08872,Upward Overshoot
248,1.089,Upward Overshoot
249,1.08866,Upward Overshoot
250,1.089,Upward Overshoot
251,1.08931,Upward Overshoot
252,1.0891,Upward Overshoot
253,1.08903,Upward Overshoot
254,1.08904,Upward Overshoot
255,1.08873,Upward Overshoot
256,1.08878,Upward Overshoot
257,1.08869,Upward Overshoot
258,1.08867,Upward Overshoot
259,1.08833,Upward Overshoot
260,1.08838,Upward Overshoot
261,1.08863,Upward Overshoot
262,1.08927,Upward Overshoot
263,1.08898,Upward Overshoot
264,1.08928,Upward Overshoot
265,1.08939,Upward Overshoot
266,1.08893,Upward Overshoot
267,1.08878,Upward Overshoot
268,1.08915,Upward Overshoot
269,1.08896,Upward Overshoot
270,1.08904,Upward Overshoot
271,1.08858,Upward Overshoot
272,1.08868,Upward Overshoot
273,1.08893,Upward Overshoot
274,1.08909,Upward Overshoot
275,1.08897,Upward Overshoot
276,1.08861,Upward Overshoot
277,1.08876,Upward Overshoot
278,1.08861,Upward Overshoot
279,1.0886,Upward Overshoot
280,1.08908,Upward Overshoot
281,1.08901,Upward Overshoot
282,1.08863,Upward Overshoot
283,1.08883,Upward Overshoot
284,1.08873,Upward Overshoot
285,1.08855,Upward Overshoot
286,1.08845,Upward Overshoot
287,1.08826,Upward Overshoot
288,1.08833,Upward Overshoot
289,1.08829,Upward Overshoot
290,1.08826,Upward Overshoot
291,1.08809,Upward Overshoot
292,1.08821,Upward Overshoot
293,1.08833,Upward Overshoot
294,1.08836,Upward Overshoot
295,1.08849,Upward Overshoot
296,1.08857,Upward Overshoot
297,1.08846,Upward Overshoot
298,1.08853,Upward Overshoot
299,1.08869,Upward Overshoot
300,1.08873,Upward Overshoot
301,1.08856,Upward Overshoot
302,1.08892,Upward Overshoot
303,1.08849,Upward Overshoot
304,1.0885,Upward Overshoot
305,1.08868,Upward Overshoot
306,1.08875,Upward Overshoot
307,1.0885,Upward Overshoot
308,1.08827,Upward Overshoot
309,1.08827,Upward Overshoot
310,1.08816,Upward Overshoot
311,1.08839,Upward Overshoot
312,1.08829,Upward Overshoot
313,1.08824,Upward Overshoot
314,1.08824,Upward Overshoot
315,1.08831,Upward Overshoot
316,1.08836,Upward Overshoot
317,1.08841,Upward Overshoot
318,1.08848,Upward Overshoot
319,1.0883,Upward Overshoot
320,1.08829,Upward Overshoot
321,1.08825,Upward Overshoot
322,1.08832,Upward Overshoot
323,1.08837,Upward Overshoot
324,1.08839,Upward Overshoot
325,1.08849,Upward Overshoot
326,1.08882,Upward Overshoot
327,1.08894,Upward Overshoot
328,1.08934,Upward Overshoot
329,1.09034,Upward Overshoot
330,1.09065,Upward Overshoot
331,1.09068,Upward Overshoot
332,1.09015,Upward Overshoot
333,1.08979,Upward Overshoot
334,1.09012,Upward Overshoot
335,1.09051,Upward Overshoot
336,1.09044,Upward Overshoot
337,1.09045,Upward Overshoot
338,1.09045,Upward Overshoot
339,1.09027,Upward Overshoot
340,1.08977,Upward Overshoot
341,1.08982,Upward Overshoot
342,1.0897,Upward Overshoot
343,1.08961,Upward Overshoot
344,1.09037,Upward Overshoot
345,1.08957,Upward Overshoot
346,1.08939,Upward Overshoot
347,1.08903,Upward Overshoot
348,1.08864,Upward Overshoot
349,1.08878,Upward Overshoot
350,1.0891,Upward Overshoot
351,1.08908,Upward Overshoot
352,1.08935,Upward Overshoot
353,1.0898,Upward Overshoot
354,1.08951,Upward Overshoot
355,1.0897,Upward Overshoot
356,1.08916,Upward Overshoot
357,1.08837,Upward Overshoot
358,1.08868,Upward Overshoot
359,1.08892,Upward Overshoot
360,1.08894,Upward Overshoot
361,1.08883,Upward Overshoot
362,1.08941,Upward Overshoot
363,1.09001,Upward Overshoot
364,1.08969,Upward Overshoot
365,1.09055,Upward Overshoot
366,1.09006,Upward Overshoot
367,1.09017,Upward Overshoot
368,1.09074,Upward Overshoot
369,1.0907,Upward Overshoot
370,1.09047,Upward Overshoot
371,1.0908,Upward Overshoot
372,1.09054,Upward Overshoot
373,1.09031,Upward Overshoot
374,1.09041,Upward Overshoot
375,1.08998,Upward Overshoot
376,1.08962,Upward Overshoot
377,1.08964,Upward Overshoot
378,1.08957,Upward Overshoot
379,1.08946,Upward Overshoot
380,1.08925,Upward Overshoot
381,1.08931,Upward Overshoot
382,1.08968,Upward Overshoot
383,1.08938,Upward Overshoot
384,1.08923,Upward Overshoot
385,1.08926,Upward Overshoot
386,1.08939,Upward Overshoot
387,1.08939,Upward Overshoot
388,1.08948,Upward Overshoot
389,1.08951,Upward Overshoot
390,1.08948,Upward Overshoot
391,1.0895,Upward Overshoot
392,1.08958,Upward Overshoot
393,1.08958,Upward Overshoot
394,1.08947,Upward Overshoot
395,1.08957,Upward Overshoot
396,1.0899,Upward Overshoot
397,1.08997,Upward Overshoot
398,1.09,Upward Overshoot
399,1.09016,Upward Overshoot
400,1.08985,Upward Overshoot
401,1.08988,Upward Overshoot
402,1.08934,Upward Overshoot
403,1.08975,Upward Overshoot
404,1.08936,Upward Overshoot
405,1.08975,Upward Overshoot
406,1.08957,Upward Overshoot
407,1.08927,Upward Overshoot
408,1.08947,Upward Overshoot
409,1.08921,Upward Overshoot
410,1.08909,Upward Overshoot
411,1.08911,Upward Overshoot
412,1.08909,Upward Overshoot
413,1.08906,Upward Overshoot
414,1.08911,Upward Overshoot
415,1.08902,Upward Overshoot
416,1.08913,Upward Overshoot
417,1.08923,Upward Overshoot
418,1.08948,Upward Overshoot
419,1.08919,Upward Overshoot
420,1.0893,Upward Overshoot
421,1.08976,Upward Overshoot
422,1.09048,Upward Overshoot
423,1.09009,Upward Overshoot
424,1.08954,Upward Overshoot
425,1.08899,Upward Overshoot
426,1.08832,Upward Overshoot
427,1.08881,Upward Overshoot
428,1.08878,Upward Overshoot
429,1.08824,Upward Overshoot
430,1.08859,Upward Overshoot
431,1.08837,Upward Overshoot
432,1.08981,Upward Overshoot
433,1.08917,Upward Overshoot
434,1.08887,Upward Overshoot
435,1.08939,Upward Overshoot
436,1.08897,Upward Overshoot
437,1.08905,Upward Overshoot
438,1.08871,Upward Overshoot
439,1.08861,Upward Overshoot
440,1.08878,Upward Overshoot
441,1.08887,Upward Overshoot
442,1.08838,Upward Overshoot
443,1.0882,Upward Overshoot
444,1.08831,Upward Overshoot
445,1.08814,Upward Overshoot
446,1.0877,Upward Overshoot
447,1.08772,Upward Overshoot
448,1.08676,Upward Overshoot
449,1.08592,Upward Overshoot
450,1.08609,Upward Overshoot
451,1.08637,Upward Overshoot
452,1.08601,Upward Overshoot
453,1.08671,Upward Overshoot
454,1.08586,Upward Overshoot
455,1.08665,Upward Overshoot
456,1.0877,Upward Overshoot
457,1.08747,Upward Overshoot
458,1.08696,Upward Overshoot
459,1.08718,Upward Overshoot
460,1.08717,Upward Overshoot
461,1.08732,Upward Overshoot
462,1.0869,Upward Overshoot
463,1.08698,Upward Overshoot
464,1.08728,Upward Overshoot
465,1.08714,Upward Overshoot
466,1.08695,Upward Overshoot
467,1.08715,Upward Overshoot
468,1.08712,Upward Overshoot
469,1.08703,Upward Overshoot
470,1.08678,Upward Overshoot
471,1.08706,Upward Overshoot
472,1.08712,Upward Overshoot
473,1.0869,Upward Overshoot
474,1.087,Upward Overshoot
475,1.08714,Upward Overshoot
476,1.08697,Upward Overshoot
477,1.08722,Upward Overshoot
478,1.08748,Upward Overshoot
479,1.08716,Upward Overshoot
480,1.08724,Upward Overshoot
481,1.0873,Upward Overshoot
482,1.08666,Upward Overshoot
483,1.08685,Upward Overshoot
484,1.08717,Upward Overshoot
485,1.08723,Upward Overshoot
486,1.08735,Upward Overshoot
487,1.08753,Upward Overshoot
488,1.08745,Upward Overshoot
489,1.08753,Upward Overshoot
490,1.08736,Upward Overshoot
491,1.08716,Upward Overshoot
492,1.08737,Upward Overshoot
493,1.08714,Upward Overshoot
494,1.08742,Upward Overshoot
495,1.08737,Upward Overshoot
496,1.08763,Upward Overshoot
497,1.08735,Upward Overshoot
498,1.08737,Upward Overshoot
499,1.08693,Upward Overshoot
500,1.08689,Upward Overshoot
501,1.08684,Upward Overshoot
502,1.08685,Upward Overshoot
503,1.08683,Upward Overshoot
504,1.08698,Upward Overshoot
505,1.08705,Upward Overshoot
506,1.08714,Upward Overshoot
507,1.08704,Upward Overshoot
508,1.08728,Upward Overshoot
509,1.08727,Upward Overshoot
510,1.08733,Upward Overshoot
511,1.08751,Upward Overshoot
512,1.08728,Upward Overshoot
513,1.08743,Upward Overshoot
514,1.08744,Upward Overshoot
515,1.08752,Upward Overshoot
516,1.08751,Upward Overshoot
517,1.08753,Upward Overshoot
518,1.08755,Upward Overshoot
519,1.08779,Upward Overshoot
520,1.08687,Upward Overshoot
521,1.08726,Upward Overshoot
522,1.08799,Upward Overshoot
523,1.08788,Upward Overshoot
524,1.08831,Upward Overshoot
525,1.08864,Upward Overshoot
526,1.08849,Upward Overshoot
527,1.08875,Upward Overshoot
528,1.08862,Upward Overshoot
529,1.08807,Upward Overshoot
530,1.0883,Upward Overshoot
531,1.0878,Upward Overshoot
532,1.08823,Upward Overshoot
533,1.08841,Upward Overshoot
534,1.08879,Upward Overshoot
535,1.08876,Upward Overshoot
536,1.08814,Upward Overshoot
537,1.08766,Upward Overshoot
538,1.08802,Upward Overshoot
539,1.08763,Upward Overshoot
540,1.08723,Upward Overshoot
541,1.08737,Upward Overshoot
542,1.087,Upward Overshoot
543,1.08691,Upward Overshoot
544,1.08776,Upward Overshoot
545,1.08675,Upward Overshoot
546,1.08681,Upward Overshoot
547,1.0868,Upward Overshoot
548,1.08627,Upward Overshoot
549,1.08617,Upward Overshoot
550,1.08706,Upward Overshoot
551,1.08717,Upward Overshoot
552,1.08733,Upward Overshoot
553,1.08752,Upward Overshoot
554,1.08756,Upward Overshoot
555,1.08764,Upward Overshoot
556,1.0877,Upward Overshoot
557,1.08788,Upward Overshoot
558,1.08779,Upward Overshoot
559,1.08747,Upward Overshoot
560,1.08751,Upward Overshoot
561,1.08744,Upward Overshoot
562,1.08728,Upward Overshoot
563,1.08785,Upward Overshoot
564,1.08727,Upward Overshoot
565,1.08758,Upward Overshoot
566,1.08733,Upward Overshoot
567,1.08699,Upward Overshoot
568,1.08749,Upward Overshoot
569,1.08731,Upward Overshoot
570,1.0872,Upward Overshoot
571,1.08722,Upward Overshoot
572,1.08696,Upward Overshoot
573,1.08679,Upward Overshoot
574,1.08695,Upward Overshoot
575,1.08675,Upward Overshoot
576,1.08694,Upward Overshoot
577,1.08687,Upward Overshoot
578,1.087,Upward Overshoot
579,1.087,Upward Overshoot
580,1.0871,Upward Overshoot
581,1.08754,Upward Overshoot
582,1.08748,Upward Overshoot
583,1.08738,Upward Overshoot
584,1.08734,Upward Overshoot
585,1.08732,Upward Overshoot
586,1.08729,Upward Overshoot
587,1.0872,Upward Overshoot
588,1.0871,Upward Overshoot
589,1.08702,Upward Overshoot
590,1.08663,Upward Overshoot
591,1.08667,Upward Overshoot
592,1.08672,Upward Overshoot
593,1.08657,Upward Overshoot
594,1.08708,Upward Overshoot
595,1.0871,Upward Overshoot
596,1.08713,Upward Overshoot
597,1.08705,Upward Overshoot
598,1.087,Upward Overshoot
599,1.08703,Upward Overshoot
600,1.08702,Upward Overshoot
601,1.08683,Upward Overshoot
602,1.08669,Upward Overshoot
603,1.08678,Upward Overshoot
604,1.08696,Upward Overshoot
605,1.08693,Upward Overshoot
606,1.08721,Upward Overshoot
607,1.08705,Upward Overshoot
608,1.08704,Upward Overshoot
609,1.08703,Upward Overshoot
610,1.08706,Upward Overshoot
611,1.08742,Upward Overshoot
612,1.08738,Upward Overshoot
613,1.08769,Upward Overshoot
614,1.08776,Upward Overshoot
615,1.08758,Upward Overshoot
616,1.08715,Upward Overshoot
617,1.08697,Upward Overshoot
618,1.08702,Upward Overshoot
619,1.0867,Upward Overshoot
620,1.08771,Upward Overshoot
621,1.08821,Upward Overshoot
622,1.08844,Upward Overshoot
623,1.0884,Upward Overshoot
624,1.088,Upward Overshoot
625,1.08891,Upward Overshoot
626,1.08878,Upward Overshoot
627,1.08888,Upward Overshoot
628,1.08934,Upward Overshoot
629,1.08937,Upward Overshoot
630,1.08934,Upward Overshoot
631,1.08947,Upward Overshoot
632,1.08957,Upward Overshoot
633,1.08894,Upward Overshoot
634,1.08857,Upward Overshoot
635,1.08819,Upward Overshoot
636,1.08763,Upward Overshoot
637,1.08811,Upward Overshoot
638,1.08836,Upward Overshoot
639,1.08832,Upward Overshoot
640,1.08802,Upward Overshoot
641,1.08809,Upward Overshoot
642,1.08813,Upward Overshoot
643,1.08771,Upward Overshoot
644,1.08742,Upward Overshoot
645,1.08747,Upward Overshoot
646,1.0878,Upward Overshoot
647,1.08846,Upward Overshoot
648,1.08839,Upward Overshoot
649,1.0883,Upward Overshoot
650,1.08794,Upward Overshoot
651,1.0884,Upward Overshoot
652,1.08855,Upward Overshoot
653,1.08872,Upward Overshoot
654,1.08852,Upward Overshoot
655,1.08869,Upward Overshoot
656,1.08842,Upward Overshoot
657,1.08834,Upward Overshoot
658,1.08824,Upward Overshoot
659,1.08829,Upward Overshoot
660,1.0883,Upward Overshoot
661,1.08869,Upward Overshoot
662,1.08879,Upward Overshoot
663,1.0886,Upward Overshoot
664,1.08824,Upward Overshoot
665,1.08825,Upward Overshoot
666,1.08822,Upward Overshoot
667,1.08861,Upward Overshoot
668,1.08829,Upward Overshoot
669,1.08831,Upward Overshoot
670,1.08844,Upward Overshoot
671,1.08844,Upward Overshoot
672,1.08865,Upward Overshoot
673,1.08866,Upward Overshoot
674,1.08883,Upward Overshoot
675,1.08879,Upward Overshoot
676,1.08888,Upward Overshoot
677,1.0889,Upward Overshoot
678,1.08898,Upward Overshoot
679,1.08906,Upward Overshoot
680,1.0892,Upward Overshoot
681,1.08897,Upward Overshoot
682,1.08884,Upward Overshoot
683,1.08866,Upward Overshoot
684,1.08881,Upward Overshoot
685,1.08872,Upward Overshoot
686,1.08859,Upward Overshoot
687,1.08886,Upward Overshoot
688,1.08833,Upward Overshoot
689,1.0889,Upward Overshoot
690,1.08902,Upward Overshoot
691,1.08907,Upward Overshoot
692,1.0888,Upward Overshoot
693,1.08869,Upward Overshoot
694,1.08873,Upward Overshoot
695,1.08864,Upward Overshoot
696,1.08834,Upward Overshoot
697,1.08835,Upward Overshoot
698,1.08823,Upward Overshoot
699,1.08831,Upward Overshoot
700,1.08831,Upward Overshoot
701,1.08838,Upward Overshoot
702,1.08838,Upward Overshoot
703,1.08843,Upward Overshoot
704,1.08841,Upward Overshoot
705,1.08844,Upward Overshoot
706,1.08831,Upward Overshoot
707,1.08856,Upward Overshoot
708,1.08759,Upward Overshoot
709,1.08779,Upward Overshoot
710,1.08835,Upward Overshoot
711,1.08803,Upward Overshoot
712,1.08796,Upward Overshoot
713,1.0878,Upward Overshoot
714,1.08784,Upward Overshoot
715,1.08732,Upward Overshoot
716,1.08866,Upward Overshoot
717,1.08862,Upward Overshoot
718,1.08801,Upward Overshoot
719,1.08747,Upward Overshoot
720,1.08815,Upward Overshoot
721,1.08843,Upward Overshoot
722,1.0877,Upward Overshoot
723,1.08792,Upward Overshoot
724,1.08773,Upward Overshoot
725,1.08753,Upward Overshoot
726,1.08783,Upward Overshoot
727,1.08783,Upward Overshoot
728,1.08781,Upward Overshoot
729,1.0878,Upward Overshoot
730,1.08842,Upward Overshoot
731,1.08766,Upward Overshoot
732,1.08732,Upward Overshoot
733,1.08752,Upward Overshoot
734,1.08759,Upward Overshoot
735,1.08774,Upward Overshoot
736,1.08808,Upward Overshoot
737,1.08784,Upward Overshoot
738,1.08808,Upward Overshoot
739,1.08797,Upward Overshoot
740,1.08828,Upward Overshoot
741,1.08852,Upward Overshoot
742,1.08896,Upward Overshoot
743,1.08866,Upward Overshoot
744,1.08875,Upward Overshoot
745,1.08819,Upward Overshoot
746,1.088,Upward Overshoot
747,1.08786,Upward Overshoot
748,1.08774,Upward Overshoot
749,1.08774,Upward Overshoot
750,1.08766,Upward Overshoot
751,1.08767,Upward Overshoot
752,1.0878,Upward Overshoot
753,1.08788,Upward Overshoot
754,1.08764,Upward Overshoot
755,1.0877,Upward Overshoot
756,1.08828,Upward Overshoot
757,1.08828,Upward Overshoot
758,1.08821,Upward Overshoot
759,1.08824,Upward Overshoot
760,1.08827,Upward Overshoot
761,1.08821,Upward Overshoot
762,1.08811,Upward Overshoot
763,1.0879,Upward Overshoot
764,1.08771,Upward Overshoot
765,1.08749,Upward Overshoot
766,1.08766,Upward Overshoot
767,1.08738,Upward Overshoot
768,1.08736,Upward Overshoot
769,1.08753,Upward Overshoot
770,1.08751,Upward Overshoot
771,1.08738,Upward Overshoot
772,1.08755,Upward Overshoot
773,1.08761,Upward Overshoot
774,1.08763,Upward Overshoot
775,1.08765,Upward Overshoot
776,1.08762,Upward Overshoot
777,1.08755,Upward Overshoot
778,1.08756,Upward Overshoot
779,1.08753,Upward Overshoot
780,1.08763,Upward Overshoot
781,1.08774,Upward Overshoot
782,1.08761,Upward Overshoot
783,1.08741,Upward Overshoot
784,1.08717,Upward Overshoot
785,1.08736,Upward Overshoot
786,1.08765,Upward Overshoot
787,1.08746,Upward Overshoot
788,1.0877,Upward Overshoot
789,1.08778,Upward Overshoot
790,1.08758,Upward Overshoot
791,1.0876,Upward Overshoot
792,1.08769,Upward Overshoot
793,1.08759,Upward Overshoot
794,1.08759,Upward Overshoot
795,1.08764,Upward Overshoot
796,1.08772,Upward Overshoot
797,1.08771,Upward Overshoot
798,1.08774,Upward Overshoot
799,1.08769,Upward Overshoot
800,1.08775,Upward Overshoot
801,1.08794,Upward Overshoot
802,1.08787,Upward Overshoot
803,1.08777,Upward Overshoot
804,1.08746,Upward Overshoot
805,1.08759,Upward Overshoot
806,1.0877,Upward Overshoot
807,1.08805,Upward Overshoot
808,1.08775,Upward Overshoot
809,1.08819,Upward Overshoot
810,1.08811,Upward Overshoot
811,1.08845,Upward Overshoot
812,1.08879,Upward Overshoot
813,1.08868,Upward Overshoot
814,1.08857,Upward Overshoot
815,1.0885,Upward Overshoot
816,1.08817,Upward Overshoot
817,1.08833,Upward Overshoot
818,1.08854,Upward Overshoot
819,1.08837,Upward Overshoot
820,1.08787,Upward Overshoot
821,1.08783,Upward Overshoot
822,1.08805,Upward Overshoot
823,1.08841,Upward Overshoot
824,1.08861,Upward Overshoot
825,1.08864,Upward Overshoot
826,1.0883,Upward Overshoot
827,1.08825,Upward Overshoot
828,1.08856,Upward Overshoot
829,1.08885,Upward Overshoot
830,1.08897,Upward Overshoot
831,1.08901,Upward Overshoot
832,1.08883,Upward Overshoot
833,1.08893,Upward Overshoot
834,1.08949,Upward Overshoot
835,1.08874,Upward Overshoot
836,1.08863,Upward Overshoot
837,1.08928,Upward Overshoot
838,1.08918,Upward Overshoot
839,1.08889,Upward Overshoot
840,1.08872,Upward Overshoot
841,1.08873,Upward Overshoot
842,1.08873,Upward Overshoot
843,1.08881,Upward Overshoot
844,1.08927,Upward Overshoot
845,1.08951,Upward Overshoot
846,1.08949,Upward Overshoot
847,1.08961,Upward Overshoot
848,1.08951,Upward Overshoot
849,1.08987,Upward Overshoot
850,1.08983,Upward Overshoot
851,1.09015,Upward Overshoot
852,1.09014,Upward Overshoot
853,1.0904,Upward Overshoot
854,1.09053,Upward Overshoot
855,1.09096,Upward Overshoot
856,1.09026,Upward Overshoot
857,1.09031,Upward Overshoot
858,1.09009,Upward Overshoot
859,1.09023,Upward Overshoot
860,1.09031,Upward Overshoot
861,1.09006,Upward Overshoot
862,1.09009,Upward Overshoot
863,1.08991,Upward Overshoot
864,1.09017,Upward Overshoot
865,1.09002,Upward Overshoot
866,1.09,Upward Overshoot
867,1.09015,Upward Overshoot
868,1.0899,Upward Overshoot
869,1.09006,Upward Overshoot
870,1.0902,Upward Overshoot
871,1.0901,Upward Overshoot
872,1.09011,Upward Overshoot
873,1.08993,Upward Overshoot
874,1.08987,Upward Overshoot
