Time,Rate,Event
2153,1.09954,Upward Overshoot
2154,1.09854,Upward Overshoot
2155,1.09754,Upward Overshoot
2156,1.09603,Upward Overshoot
2157,1.09657,Upward Overshoot
2158,1.09701,Upward Overshoot
2159,1.09745,Upward Overshoot
2160,1.09748,Upward Overshoot
2161,1.0978,Upward Overshoot
2162,1.09727,Upward Overshoot
2163,1.09743,Upward Overshoot
2164,1.09667,Upward Overshoot
2165,1.09636,Upward Overshoot
2166,1.0967,Upward Overshoot
2167,1.09764,Upward Overshoot
2168,1.09774,Upward Overshoot
2169,1.09765,Upward Overshoot
2170,1.09717,Upward Overshoot
2171,1.09761,Upward Overshoot
2172,1.09755,Upward Overshoot
2173,1.09768,Upward Overshoot
2174,1.09686,Upward Overshoot
2175,1.09727,Upward Overshoot
2176,1.09747,Upward Overshoot
2177,1.09684,Upward Overshoot
2178,1.09716,Upward Overshoot
2179,1.09717,Upward Overshoot
2180,1.09766,Upward Overshoot
2181,1.09813,Upward Overshoot
2182,1.0981,Upward Overshoot
2183,1.09741,Upward Overshoot
2184,1.09768,Upward Overshoot
2185,1.09838,Upward Overshoot
2186,1.09839,Upward Overshoot
2187,1.09798,Upward Overshoot
2188,1.09791,Upward Overshoot
2189,1.09773,Upward Overshoot
2190,1.09775,Upward Overshoot
2191,1.09763,Upward Overshoot
2192,1.09797,Upward Overshoot
2193,1.09762,Upward Overshoot
2194,1.09745,Upward Overshoot
2195,1.09737,Upward Overshoot
2196,1.0977,Upward Overshoot
2197,1.09764,Upward Overshoot
2198,1.09744,Upward Overshoot
2199,1.09772,Upward Overshoot
2200,1.09757,Upward Overshoot
2201,1.09796,Upward Overshoot
2202,1.09805,Upward Overshoot
2203,1.09818,Upward Overshoot
2204,1.09794,Upward Overshoot
2205,1.09787,Upward Overshoot
2206,1.09788,Upward Overshoot
2207,1.09719,Upward Overshoot
2208,1.09758,Upward Overshoot
2209,1.09718,Upward Overshoot
2210,1.09748,Upward Overshoot
2211,1.09763,Upward Overshoot
2212,1.09732,Upward Overshoot
2213,1.09719,Upward Overshoot
2214,1.09742,Upward Overshoot
2215,1.09711,Upward Overshoot
2216,1.09734,Upward Overshoot
2217,1.09705,Upward Overshoot
2218,1.09697,Upward Overshoot
2219,1.09707,Upward Overshoot
2220,1.09707,Upward Overshoot
2221,1.09728,Upward Overshoot
2222,1.09726,Upward Overshoot
2223,1.09735,Upward Overshoot
2224,1.09755,Upward Overshoot
2225,1.09715,Upward Overshoot
2226,1.09781,Upward Overshoot
2227,1.09802,Upward Overshoot
2228,1.09813,Upward Overshoot
2229,1.09836,Upward Overshoot
2230,1.09819,Upward Overshoot
2231,1.09824,Upward Overshoot
2232,1.09809,Upward Overshoot
2233,1.09835,Upward Overshoot
2234,1.09838,Upward Overshoot
2235,1.09854,Upward Overshoot
2236,1.09874,Upward Overshoot
2237,1.0987,Upward Overshoot
2238,1.09882,Upward Overshoot
2239,1.09887,Upward Overshoot
2240,1.09894,Upward Overshoot
2241,1.09889,Upward Overshoot
2242,1.09905,Upward Overshoot
2243,1.09884,Upward Overshoot
2244,1.09909,Upward Overshoot
2245,1.09862,Upward Overshoot
2246,1.09877,Upward Overshoot
2247,1.09828,Upward Overshoot
2248,1.09828,Upward Overshoot
2249,1.09858,Upward Overshoot
2250,1.09831,Upward Overshoot
2251,1.09845,Upward Overshoot
2252,1.09832,Upward Overshoot
2253,1.09782,Upward Overshoot
2254,1.0975,Upward Overshoot
2255,1.09755,Upward Overshoot
2256,1.09721,Upward Overshoot
2257,1.09768,Upward Overshoot
2258,1.098,Upward Overshoot
2259,1.09831,Upward Overshoot
2260,1.09833,Upward Overshoot
2261,1.09848,Upward Overshoot
2262,1.09829,Upward Overshoot
2263,1.09807,Upward Overshoot
2264,1.09838,Upward Overshoot
2265,1.09832,Upward Overshoot
2266,1.09841,Upward Overshoot
2267,1.09937,Upward Overshoot
2268,1.0991,Upward Overshoot
2269,1.09878,Upward Overshoot
2270,1.09861,Upward Overshoot
2271,1.09874,Upward Overshoot
2272,1.09915,Upward Overshoot
2273,1.09874,Upward Overshoot
2274,1.09977,Upward Overshoot
2275,1.09919,Upward Overshoot
2276,1.09985,Upward Overshoot
2277,1.09969,Upward Overshoot
2278,1.09979,Upward Overshoot
2279,1.10006,Upward Overshoot
2280,1.09991,Upward Overshoot
2281,1.09978,Upward Overshoot
2282,1.09982,Upward Overshoot
2283,1.09977,Upward Overshoot
2284,1.09991,Upward Overshoot
2285,1.09977,Upward Overshoot
2286,1.09944,Upward Overshoot
2287,1.09949,Upward Overshoot
2288,1.09972,Upward Overshoot
2289,1.09989,Upward Overshoot
2290,1.09972,Upward Overshoot
2291,1.09967,Upward Overshoot
2292,1.09979,Upward Overshoot
2293,1.09981,Upward Overshoot
2294,1.09979,Upward Overshoot
2295,1.09964,Upward Overshoot
2296,1.09967,Upward Overshoot
2297,1.09965,Upward Overshoot
2298,1.09967,Upward Overshoot
2299,1.09972,Upward Overshoot
2300,1.09978,Upward Overshoot
2301,1.09974,Upward Overshoot
2302,1.09978,Upward Overshoot
2303,1.09978,Upward Overshoot
2304,1.09999,Upward Overshoot
2305,1.09967,Upward Overshoot
2306,1.09994,Upward Overshoot
2307,1.0996,Upward Overshoot
2308,1.09967,Upward Overshoot
2309,1.09973,Upward Overshoot
2310,1.0998,Upward Overshoot
2311,1.09977,Upward Overshoot
2312,1.09972,Upward Overshoot
2313,1.09967,Upward Overshoot
2314,1.0997,Upward Overshoot
2315,1.09972,Upward Overshoot
2316,1.09985,Upward Overshoot
2317,1.09982,Upward Overshoot
2318,1.10004,Upward Overshoot
2319,1.09995,Upward Overshoot
2320,1.1,Upward Overshoot
2321,1.10008,Upward Overshoot
2322,1.10022,Upward Overshoot
2323,1.10014,Upward Overshoot
2324,1.10026,Upward Overshoot
2325,1.10026,Upward Overshoot
2326,1.10025,Upward Overshoot
2327,1.10029,Upward Overshoot
2328,1.10024,Upward Overshoot
2329,1.10027,Upward Overshoot
2330,1.10029,Upward Overshoot
2331,1.10031,Upward Overshoot
2332,1.10044,Upward Overshoot
2333,1.10041,Upward Overshoot
2334,1.10045,Upward Overshoot
2335,1.10034,Upward Overshoot
2336,1.10074,Upward Overshoot
2337,1.10077,Upward Overshoot
2338,1.10083,Upward Overshoot
2339,1.10069,Upward Overshoot
2340,1.10032,Upward Overshoot
2341,1.10036,Upward Overshoot
2342,1.10054,Upward Overshoot
2343,1.10001,Upward Overshoot
2344,1.09986,Upward Overshoot
2345,1.09999,Upward Overshoot
2346,1.10024,Upward Overshoot
2347,1.10005,Upward Overshoot
2348,1.10028,Upward Overshoot
2349,1.10025,Upward Overshoot
2350,1.10003,Upward Overshoot
2351,1.09985,Upward Overshoot
2352,1.10013,Upward Overshoot
2353,1.10028,Upward Overshoot
2354,1.1006,Upward Overshoot
2355,1.10046,Upward Overshoot
2356,1.10057,Upward Overshoot
2357,1.10135,Upward Overshoot
2358,1.10226,Upward Overshoot
2359,1.10163,Upward Overshoot
2360,1.10169,Upward Overshoot
2361,1.10143,Upward Overshoot
2362,1.10184,Upward Overshoot
2363,1.10161,Upward Overshoot
2364,1.10174,Upward Overshoot
2365,1.10149,Upward Overshoot
2366,1.10158,Upward Overshoot
2367,1.10132,Upward Overshoot
2368,1.10151,Upward Overshoot
2369,1.1019,Upward Overshoot
2370,1.10195,Upward Overshoot
2371,1.10231,Upward Overshoot
2372,1.10334,Upward Overshoot
2373,1.10294,Upward Overshoot
2374,1.10282,Upward Overshoot
2375,1.1034,Upward Overshoot
2376,1.10298,Upward Overshoot
2377,1.10342,Upward Overshoot
2378,1.10437,Upward Overshoot
2379,1.10441,Upward Overshoot
2380,1.10477,Upward Overshoot
2381,1.10487,Upward Overshoot
2382,1.1046,Upward Overshoot
2383,1.10469,Upward Overshoot
2384,1.10438,Upward Overshoot
2385,1.10414,Upward Overshoot
2386,1.10429,Upward Overshoot
2387,1.10446,Upward Overshoot
2388,1.10458,Upward Overshoot
2389,1.10449,Upward Overshoot
2390,1.1043,Upward Overshoot
2391,1.1044,Upward Overshoot
2392,1.10433,Upward Overshoot
2393,1.10415,Upward Overshoot
2394,1.10395,Upward Overshoot
2395,1.1038,Upward Overshoot
2396,1.10364,Upward Overshoot
2397,1.10374,Upward Overshoot
2398,1.10364,Upward Overshoot
2399,1.10367,Upward Overshoot
2400,1.10375,Upward Overshoot
2401,1.10378,Upward Overshoot
2402,1.10388,Upward Overshoot
2403,1.10364,Upward Overshoot
2404,1.10372,Upward Overshoot
2405,1.10374,Upward Overshoot
2406,1.10364,Upward Overshoot
2407,1.10369,Upward Overshoot
2408,1.10379,Upward Overshoot
2409,1.10381,Upward Overshoot
2410,1.10374,Upward Overshoot
2411,1.10368,Upward Overshoot
2412,1.10349,Upward Overshoot
2413,1.10362,Upward Overshoot
2414,1.10348,Upward Overshoot
2415,1.10358,Upward Overshoot
2416,1.10381,Upward Overshoot
2417,1.10385,Upward Overshoot
2418,1.10419,Upward Overshoot
2419,1.10421,Upward Overshoot
2420,1.10427,Upward Overshoot
2421,1.10428,Upward Overshoot
2422,1.10418,Upward Overshoot
2423,1.10419,Upward Overshoot
2424,1.10421,Upward Overshoot
2425,1.10438,Upward Overshoot
2426,1.10428,Upward Overshoot
2427,1.10418,Upward Overshoot
2428,1.10454,Upward Overshoot
2429,1.10434,Upward Overshoot
2430,1.10442,Upward Overshoot
2431,1.10434,Upward Overshoot
2432,1.10436,Upward Overshoot
2433,1.10433,Upward Overshoot
2434,1.10461,Upward Overshoot
2435,1.10439,Upward Overshoot
2436,1.10451,Upward Overshoot
2437,1.10511,Upward Overshoot
2438,1.10527,Upward Overshoot
2439,1.10489,Upward Overshoot
2440,1.10489,Upward Overshoot
2441,1.10509,Upward Overshoot
2442,1.10502,Upward Overshoot
2443,1.1051,Upward Overshoot
2444,1.10497,Upward Overshoot
2445,1.10458,Upward Overshoot
2446,1.10442,Upward Overshoot
2447,1.10459,Upward Overshoot
2448,1.10432,Upward Overshoot
2449,1.10453,Upward Overshoot
2450,1.10467,Upward Overshoot
2451,1.10457,Upward Overshoot
2452,1.10508,Upward Overshoot
2453,1.10524,Upward Overshoot
2454,1.10547,Upward Overshoot
2455,1.10635,Upward Overshoot
2456,1.10595,Upward Overshoot
2457,1.1062,Upward Overshoot
2458,1.10607,Upward Overshoot
2459,1.10674,Upward Overshoot
2460,1.10688,Upward Overshoot
2461,1.10666,Upward Overshoot
2462,1.10629,Upward Overshoot
2463,1.10653,Upward Overshoot
2464,1.10763,Upward Overshoot
2465,1.10791,Upward Overshoot
2466,1.10852,Upward Overshoot
2467,1.10784,Upward Overshoot
2468,1.10788,Upward Overshoot
2469,1.10808,Upward Overshoot
2470,1.10772,Upward Overshoot
2471,1.10775,Upward Overshoot
2472,1.10751,Upward Overshoot
2473,1.10764,Upward Overshoot
2474,1.10789,Upward Overshoot
2475,1.1075,Upward Overshoot
2476,1.10766,Upward Overshoot
2477,1.10721,Upward Overshoot
2478,1.10714,Upward Overshoot
2479,1.10708,Upward Overshoot
2480,1.10754,Upward Overshoot
2481,1.10733,Upward Overshoot
2482,1.1071,Upward Overshoot
2483,1.10737,Upward Overshoot
2484,1.10784,Upward Overshoot
2485,1.10738,Upward Overshoot
2486,1.10741,Upward Overshoot
2487,1.10771,Upward Overshoot
2488,1.10811,Upward Overshoot
2489,1.10808,Upward Overshoot
2490,1.10814,Upward Overshoot
2491,1.10815,Upward Overshoot
2492,1.10862,Upward Overshoot
2493,1.10893,Upward Overshoot
2494,1.1089,Upward Overshoot
2495,1.10914,Upward Overshoot
2496,1.10836,Upward Overshoot
2497,1.1085,Upward Overshoot
2498,1.10838,Upward Overshoot
2499,1.10839,Upward Overshoot
2500,1.10827,Upward Overshoot
2501,1.10798,Upward Overshoot
2502,1.10798,Upward Overshoot
2503,1.10819,Upward Overshoot
2504,1.10819,Upward Overshoot
2505,1.10805,Upward Overshoot
2506,1.10783,Upward Overshoot
2507,1.1075,Upward Overshoot
2508,1.10785,Upward Overshoot
2509,1.10788,Upward Overshoot
2510,1.10777,Upward Overshoot
2511,1.10765,Upward Overshoot
2512,1.10818,Upward Overshoot
2513,1.10823,Upward Overshoot
2514,1.10824,Upward Overshoot
2515,1.10821,Upward Overshoot
2516,1.10819,Upward Overshoot
2517,1.10816,Upward Overshoot
2518,1.10792,Upward Overshoot
2519,1.10791,Upward Overshoot
2520,1.10795,Upward Overshoot
2521,1.10809,Upward Overshoot
2522,1.10808,Upward Overshoot
2523,1.10816,Upward Overshoot
2524,1.10793,Upward Overshoot
2525,1.10786,Upward Overshoot
2526,1.108,Upward Overshoot
2527,1.10776,Upward Overshoot
2528,1.10782,Upward Overshoot
2529,1.10797,Upward Overshoot
2530,1.10801,Upward Overshoot
2531,1.10763,Upward Overshoot
2532,1.10762,Upward Overshoot
2533,1.10715,Upward Overshoot
2534,1.10734,Upward Overshoot
2535,1.10733,Upward Overshoot
2536,1.10665,Upward Overshoot
2537,1.10528,Upward Overshoot
2538,1.10448,Upward Overshoot
2539,1.10519,Upward Overshoot
2540,1.10508,Upward Overshoot
2541,1.10459,Upward Overshoot
2542,1.10383,Upward Overshoot
2543,1.10408,Upward Overshoot
2544,1.10432,Upward Overshoot
2545,1.10442,Upward Overshoot
2546,1.10463,Upward Overshoot
2547,1.10483,Upward Overshoot
2548,1.10436,Upward Overshoot
2549,1.10424,Upward Overshoot
2550,1.10414,Upward Overshoot
2551,1.104,Upward Overshoot
2552,1.10416,Upward Overshoot
2553,1.10482,Upward Overshoot
2554,1.10448,Upward Overshoot
2555,1.10459,Upward Overshoot
2556,1.10514,Upward Overshoot
2557,1.10514,Upward Overshoot
2558,1.10499,Upward Overshoot
2559,1.10505,Upward Overshoot
2560,1.10516,Upward Overshoot
2561,1.10467,Upward Overshoot
2562,1.105,Upward Overshoot
2563,1.10516,Upward Overshoot
2564,1.10639,Upward Overshoot
2565,1.10599,Upward Overshoot
2566,1.1063,Upward Overshoot
2567,1.1061,Upward Overshoot
2568,1.10605,Upward Overshoot
2569,1.10562,Upward Overshoot
2570,1.10582,Upward Overshoot
2571,1.10581,Upward Overshoot
2572,1.10586,Upward Overshoot
2573,1.10553,Upward Overshoot
2574,1.10549,Upward Overshoot
2575,1.10544,Upward Overshoot
2576,1.10566,Upward Overshoot
2577,1.10556,Upward Overshoot
2578,1.10565,Upward Overshoot
2579,1.10532,Upward Overshoot
2580,1.10542,Upward Overshoot
2581,1.10576,Upward Overshoot
2582,1.10571,Upward Overshoot
2583,1.10566,Upward Overshoot
2584,1.10558,Upward Overshoot
2585,1.10568,Upward Overshoot
2586,1.1054,Upward Overshoot
2587,1.10519,Upward Overshoot
2588,1.10542,Upward Overshoot
2589,1.10563,Upward Overshoot
2590,1.10536,Upward Overshoot
2591,1.10528,Upward Overshoot
2592,1.10538,Upward Overshoot
2593,1.10539,Upward Overshoot
2594,1.10558,Upward Overshoot
2595,1.10537,Upward Overshoot
2596,1.10552,Upward Overshoot
2597,1.10566,Upward Overshoot
2598,1.1055,Upward Overshoot
2599,1.10561,Upward Overshoot
2600,1.10568,Upward Overshoot
2601,1.10559,Upward Overshoot
2602,1.10568,Upward Overshoot
2603,1.10555,Upward Overshoot
2604,1.10534,Upward Overshoot
2605,1.10541,Upward Overshoot
2606,1.10541,Upward Overshoot
2607,1.10515,Upward Overshoot
2608,1.10513,Upward Overshoot
2609,1.10515,Upward Overshoot
2610,1.10516,Upward Overshoot
2611,1.10533,Upward Overshoot
2612,1.10549,Upward Overshoot
2613,1.10551,Upward Overshoot
2614,1.10524,Upward Overshoot
2615,1.10548,Upward Overshoot
2616,1.10541,Upward Overshoot
2617,1.10553,Upward Overshoot
2618,1.10533,Upward Overshoot
2619,1.10557,Upward Overshoot
2620,1.10563,Upward Overshoot
2621,1.10574,Upward Overshoot
2622,1.10568,Upward Overshoot
2623,1.10598,Upward Overshoot
2624,1.10569,Upward Overshoot
2625,1.10579,Upward Overshoot
2626,1.10598,Upward Overshoot
2627,1.10601,Upward Overshoot
2628,1.106,Upward Overshoot
2629,1.10586,Upward Overshoot
2630,1.10594,Upward Overshoot
2631,1.10553,Upward Overshoot
2632,1.10533,Upward Overshoot
2633,1.10576,Upward Overshoot
2634,1.10616,Upward Overshoot
2635,1.10612,Upward Overshoot
2636,1.10617,Upward Overshoot
2637,1.10634,Upward Overshoot
2638,1.10645,Upward Overshoot
2639,1.10671,Upward Overshoot
2640,1.10687,Upward Overshoot
2641,1.10716,Upward Overshoot
2642,1.10778,Upward Overshoot
2643,1.10836,Upward Overshoot
2644,1.10872,Upward Overshoot
2645,1.10847,Upward Overshoot
2646,1.10851,Upward Overshoot
2647,1.10802,Upward Overshoot
2648,1.10798,Upward Overshoot
2649,1.10775,Upward Overshoot
2650,1.1076,Upward Overshoot
2651,1.10724,Upward Overshoot
2652,1.10787,Upward Overshoot
2653,1.10868,Upward Overshoot
2654,1.10854,Upward Overshoot
2655,1.10882,Upward Overshoot
2656,1.10863,Upward Overshoot
2657,1.10831,Upward Overshoot
2658,1.10848,Upward Overshoot
2659,1.10869,Upward Overshoot
2660,1.10864,Upward Overshoot
2661,1.10888,Upward Overshoot
2662,1.1098,Upward Overshoot
2663,1.10925,Upward Overshoot
2664,1.10911,Upward Overshoot
2665,1.10936,Upward Overshoot
2666,1.10952,Upward Overshoot
2667,1.10953,Upward Overshoot
2668,1.10918,Upward Overshoot
2669,1.10931,Upward Overshoot
2670,1.10957,Upward Overshoot
2671,1.1098,Upward Overshoot
2672,1.1101,Upward Overshoot
2673,1.10986,Upward Overshoot
2674,1.1098,Upward Overshoot
2675,1.10943,Upward Overshoot
2676,1.10955,Upward Overshoot
2677,1.10939,Upward Overshoot
2678,1.10921,Upward Overshoot
2679,1.10934,Upward Overshoot
2680,1.10939,Upward Overshoot
2681,1.10944,Upward Overshoot
2682,1.10959,Upward Overshoot
2683,1.10961,Upward Overshoot
2684,1.10955,Upward Overshoot
2685,1.1097,Upward Overshoot
2686,1.10983,Upward Overshoot
2687,1.10958,Upward Overshoot
2688,1.1099,Upward Overshoot
2689,1.10978,Upward Overshoot
2690,1.10982,Upward Overshoot
2691,1.10953,Upward Overshoot
2692,1.10958,Upward Overshoot
2693,1.10973,Upward Overshoot
2694,1.1097,Upward Overshoot
2695,1.10946,Upward Overshoot
2696,1.10936,Upward Overshoot
2697,1.10922,Upward Overshoot
2698,1.10932,Upward Overshoot
2699,1.10932,Upward Overshoot
2700,1.1094,Upward Overshoot
2701,1.10951,Upward Overshoot
2702,1.10955,Upward Overshoot
2703,1.10945,Upward Overshoot
2704,1.10958,Upward Overshoot
2705,1.10907,Upward Overshoot
2706,1.10908,Upward Overshoot
2707,1.1089,Upward Overshoot
2708,1.10895,Upward Overshoot
2709,1.10904,Upward Overshoot
2710,1.10909,Upward Overshoot
2711,1.10891,Upward Overshoot
2712,1.10884,Upward Overshoot
2713,1.10889,Upward Overshoot
2714,1.10866,Upward Overshoot
2715,1.10882,Upward Overshoot
2716,1.10878,Upward Overshoot
2717,1.10864,Upward Overshoot
2718,1.10885,Upward Overshoot
2719,1.109,Upward Overshoot
2720,1.10896,Upward Overshoot
2721,1.10888,Upward Overshoot
2722,1.10877,Upward Overshoot
2723,1.10889,Upward Overshoot
2724,1.1083,Upward Overshoot
2725,1.10836,Upward Overshoot
2726,1.10853,Upward Overshoot
2727,1.10831,Upward Overshoot
2728,1.10857,Upward Overshoot
2729,1.10867,Upward Overshoot
2730,1.10862,Upward Overshoot
2731,1.1084,Upward Overshoot
2732,1.10826,Upward Overshoot
2733,1.10861,Upward Overshoot
2734,1.10887,Upward Overshoot
2735,1.10933,Upward Overshoot
2736,1.11015,Upward Overshoot
2737,1.11007,Upward Overshoot
2738,1.10953,Upward Overshoot
2739,1.10918,Upward Overshoot
2740,1.1094,Upward Overshoot
2741,1.10973,Upward Overshoot
2742,1.11009,Upward Overshoot
2743,1.11051,Upward Overshoot
2744,1.11063,Upward Overshoot
2745,1.11035,Upward Overshoot
2746,1.10995,Upward Overshoot
2747,1.10993,Upward Overshoot
2748,1.10992,Upward Overshoot
2749,1.10988,Upward Overshoot
2750,1.10961,Upward Overshoot
2751,1.10966,Upward Overshoot
2752,1.10977,Upward Overshoot
2753,1.10971,Upward Overshoot
2754,1.10991,Upward Overshoot
2755,1.11,Upward Overshoot
2756,1.1102,Upward Overshoot
2757,1.11033,Upward Overshoot
2758,1.11003,Upward Overshoot
2759,1.10989,Upward Overshoot
2760,1.10988,Upward Overshoot
2761,1.11012,Upward Overshoot
2762,1.11031,Upward Overshoot
2763,1.11009,Upward Overshoot
2764,1.11012,Upward Overshoot
2765,1.11011,Upward Overshoot
2766,1.11041,Upward Overshoot
2767,1.11022,Upward Overshoot
2768,1.10999,Upward Overshoot
2769,1.11003,Upward Overshoot
2770,1.10975,Upward Overshoot
2771,1.1097,Upward Overshoot
2772,1.1094,Upward Overshoot
2773,1.10939,Upward Overshoot
2774,1.10965,Upward Overshoot
2775,1.10949,Upward Overshoot
2776,1.1094,Upward Overshoot
2777,1.10951,Upward Overshoot
2778,1.10957,Upward Overshoot
2779,1.1093,Upward Overshoot
2780,1.10931,Upward Overshoot
2781,1.10935,Upward Overshoot
2782,1.10948,Upward Overshoot
2783,1.10932,Upward Overshoot
2784,1.10959,Upward Overshoot
2785,1.10932,Upward Overshoot
2786,1.10913,Upward Overshoot
2787,1.10901,Upward Overshoot
2788,1.10941,Upward Overshoot
2789,1.1093,Upward Overshoot
2790,1.10952,Upward Overshoot
2791,1.10956,Upward Overshoot
2792,1.10958,Upward Overshoot
2793,1.10955,Upward Overshoot
2794,1.10962,Upward Overshoot
2795,1.10927,Upward Overshoot
2796,1.10951,Upward Overshoot
2797,1.10936,Upward Overshoot
2798,1.10928,Upward Overshoot
2799,1.10932,Upward Overshoot
2800,1.10943,Upward Overshoot
2801,1.10899,Upward Overshoot
2802,1.10915,Upward Overshoot
2803,1.10905,Upward Overshoot
2804,1.10919,Upward Overshoot
2805,1.10898,Upward Overshoot
2806,1.10903,Upward Overshoot
2807,1.10879,Upward Overshoot
2808,1.10887,Upward Overshoot
2809,1.10893,Upward Overshoot
2810,1.10894,Upward Overshoot
2811,1.10887,Upward Overshoot
2812,1.10896,Upward Overshoot
2813,1.10896,Upward Overshoot
2814,1.10895,Upward Overshoot
2815,1.10952,Upward Overshoot
2816,1.1096,Upward Overshoot
2817,1.1095,Upward Overshoot
2818,1.10942,Upward Overshoot
2819,1.10929,Upward Overshoot
2820,1.10938,Upward Overshoot
2821,1.10897,Upward Overshoot
2822,1.10951,Upward Overshoot
2823,1.10935,Upward Overshoot
2824,1.10909,Upward Overshoot
2825,1.10803,Upward Overshoot
2826,1.10759,Upward Overshoot
2827,1.10749,Upward Overshoot
2828,1.10719,Upward Overshoot
2829,1.10721,Upward Overshoot
2830,1.10641,Upward Overshoot
2831,1.10663,Upward Overshoot
2832,1.10577,Upward Overshoot
2833,1.10537,Upward Overshoot
2834,1.10557,Upward Overshoot
2835,1.10594,Upward Overshoot
2836,1.10619,Upward Overshoot
2837,1.10542,Upward Overshoot
2838,1.10593,Upward Overshoot
2839,1.10598,Upward Overshoot
2840,1.10611,Upward Overshoot
2841,1.10616,Upward Overshoot
2842,1.10624,Upward Overshoot
2843,1.10612,Upward Overshoot
2844,1.10636,Upward Overshoot
2845,1.10617,Upward Overshoot
2846,1.10543,Upward Overshoot
2847,1.10502,Upward Overshoot
2848,1.10548,Upward Overshoot
2849,1.1044,Upward Overshoot
2850,1.10374,Upward Overshoot
2851,1.10338,Upward Overshoot
2852,1.10347,Upward Overshoot
2853,1.1035,Upward Overshoot
2854,1.10314,Upward Overshoot
2855,1.10269,Upward Overshoot
2856,1.10384,Upward Overshoot
2857,1.10425,Upward Overshoot
2858,1.10347,Upward Overshoot
2859,1.10317,Upward Overshoot
2860,1.10317,Upward Overshoot
2861,1.10332,Upward Overshoot
2862,1.10299,Upward Overshoot
2863,1.10348,Upward Overshoot
2864,1.10323,Upward Overshoot
2865,1.10312,Upward Overshoot
2866,1.10334,Upward Overshoot
2867,1.10392,Upward Overshoot
2868,1.1036,Upward Overshoot
2869,1.10366,Upward Overshoot
2870,1.10377,Upward Overshoot
2871,1.10414,Upward Overshoot
2872,1.1039,Upward Overshoot
2873,1.10398,Upward Overshoot
2874,1.10423,Upward Overshoot
2875,1.10453,Upward Overshoot
2876,1.10431,Upward Overshoot
2877,1.1045,Upward Overshoot
2878,1.10451,Upward Overshoot
2879,1.10366,Upward Overshoot
2880,1.10382,Upward Overshoot
2881,1.10415,Upward Overshoot
2882,1.1044,Upward Overshoot
2883,1.10418,Upward Overshoot
2884,1.10432,Upward Overshoot
2885,1.10421,Upward Overshoot
2886,1.1038,Upward Overshoot
2887,1.10425,Upward Overshoot
2888,1.10428,Upward Overshoot
2889,1.10433,Upward Overshoot
2890,1.1044,Upward Overshoot
2891,1.10443,Upward Overshoot
2892,1.10482,Upward Overshoot
2893,1.10467,Upward Overshoot
2894,1.10454,Upward Overshoot
2895,1.10466,Upward Overshoot
2896,1.10438,Upward Overshoot
2897,1.1044,Upward Overshoot
2898,1.10443,Upward Overshoot
2899,1.10441,Upward Overshoot
2900,1.10441,Upward Overshoot
2901,1.1044,Upward Overshoot
2902,1.10443,Upward Overshoot
2903,1.10416,Upward Overshoot
2904,1.10427,Upward Overshoot
2905,1.10466,Upward Overshoot
2906,1.1047,Upward Overshoot
2907,1.10463,Upward Overshoot
2908,1.10454,Upward Overshoot
2909,1.10456,Upward Overshoot
2910,1.10443,Upward Overshoot
2911,1.10467,Upward Overshoot
2912,1.10488,Upward Overshoot
2913,1.10496,Upward Overshoot
2914,1.10498,Upward Overshoot
2915,1.10483,Upward Overshoot
2916,1.10428,Upward Overshoot
2917,1.10353,Upward Overshoot
2918,1.10361,Upward Overshoot
2919,1.10386,Upward Overshoot
2920,1.10381,Upward Overshoot
2921,1.10347,Upward Overshoot
2922,1.10359,Upward Overshoot
2923,1.10397,Upward Overshoot
2924,1.10374,Upward Overshoot
2925,1.10256,Upward Overshoot
2926,1.10197,Upward Overshoot
2927,1.10182,Upward Overshoot
2928,1.10152,Upward Overshoot
2929,1.10211,Upward Overshoot
2930,1.1025,Upward Overshoot
2931,1.10284,Upward Overshoot
2932,1.10285,Upward Overshoot
2933,1.10263,Upward Overshoot
2934,1.10306,Upward Overshoot
2935,1.10275,Upward Overshoot
2936,1.10237,Upward Overshoot
2937,1.10192,Upward Overshoot
2938,1.10204,Upward Overshoot
2939,1.10198,Upward Overshoot
2940,1.10236,Upward Overshoot
2941,1.1023,Upward Overshoot
2942,1.10266,Upward Overshoot
2943,1.10337,Upward Overshoot
2944,1.10266,Upward Overshoot
2945,1.10273,Upward Overshoot
2946,1.10302,Upward Overshoot
2947,1.1032,Upward Overshoot
2948,1.10249,Upward Overshoot
2949,1.10305,Upward Overshoot
2950,1.1028,Upward Overshoot
2951,1.10253,Upward Overshoot
2952,1.10179,Upward Overshoot
2953,1.10215,Upward Overshoot
2954,1.10193,Upward Overshoot
2955,1.102,Upward Overshoot
2956,1.10208,Upward Overshoot
2957,1.10227,Upward Overshoot
2958,1.10201,Upward Overshoot
2959,1.10269,Upward Overshoot
2960,1.10284,Upward Overshoot
2961,1.1028,Upward Overshoot
2962,1.10252,Upward Overshoot
2963,1.10243,Upward Overshoot
2964,1.1025,Upward Overshoot
2965,1.10301,Upward Overshoot
2966,1.10277,Upward Overshoot
2967,1.10245,Upward Overshoot
2968,1.10268,Upward Overshoot
2969,1.10262,Upward Overshoot
2970,1.10285,Upward Overshoot
2971,1.10269,Upward Overshoot
2972,1.10224,Upward Overshoot
2973,1.10248,Upward Overshoot
2974,1.10255,Upward Overshoot
2975,1.10253,Upward Overshoot
